0,0,32
0,1,32
0,2,32
0,3,32
0,0,39
0,1,39
0,2,39
0,3,39
0,0,46
0,1,46
0,2,46
0,3,46
0,6,52
0,7,52
0,0,53
0,1,53
0,2,53
0,3,53
0,4,53
0,5,53
0,6,59
0,7,59
0,0,60
0,1,60
0,2,60
0,3,60
0,4,60
0,5,60
0,6,66
0,7,66
0,0,67
0,1,67
0,2,67
0,3,67
0,4,73
0,5,73
0,6,73
0,7,73
0,0,74
0,1,74
0,2,74
0,3,74
0,4,80
0,5,80
0,6,80
0,7,80
0,0,81
0,1,81
0,2,81
0,3,81
0,2,87
0,3,87
0,4,87
0,5,87
0,6,87
0,7,87
0,0,88
0,1,88
0,4,94
0,5,94
0,6,94
0,7,94
0,0,95
0,1,95
0,2,101
0,3,101
0,4,101
0,5,101
0,6,101
0,7,101
0,2,108
0,3,108
0,4,108
0,5,108
0,6,108
0,7,108
0,0,115
0,1,115
0,2,115
0,3,115
0,4,115
0,5,115
0,6,115
0,7,115
0,0,116
0,1,116
0,2,122
0,3,122
0,4,122
0,5,122
0,6,122
0,7,122
0,6,128
0,7,128
0,0,129
0,1,129
0,2,129
0,3,129
0,4,129
0,5,129
0,6,129
0,7,129
0,0,136
0,1,136
0,2,136
0,3,136
0,4,136
0,5,136
0,6,142
0,7,142
0,0,143
0,1,143
0,2,143
0,3,143
0,4,143
0,5,143
0,6,149
0,7,149
0,2,150
0,3,150
0,4,150
0,5,150
0,0,157
0,1,157
0,2,157
0,3,157
0,4,157
0,5,157
0,2,164
0,3,164
1,0,32
1,1,32
1,2,32
1,3,32
1,0,39
1,1,39
1,2,39
1,3,39
1,6,45
1,7,45
1,0,46
1,1,46
1,2,46
1,3,46
1,4,46
1,5,46
1,6,52
1,7,52
1,0,53
1,1,53
1,2,53
1,3,53
1,4,53
1,5,53
1,6,59
1,7,59
1,0,60
1,1,60
1,2,60
1,3,60
1,6,66
1,7,66
1,0,67
1,1,67
1,2,67
1,3,67
1,4,73
1,5,73
1,6,73
1,7,73
1,0,74
1,1,74
1,4,80
1,5,80
1,6,80
1,7,80
1,0,81
1,1,81
1,4,87
1,5,87
1,6,87
1,7,87
1,0,88
1,1,88
1,4,94
1,5,94
1,6,94
1,7,94
1,0,95
1,1,95
1,2,101
1,3,101
1,4,101
1,5,101
1,6,101
1,7,101
1,0,102
1,1,102
1,2,102
1,3,102
1,0,108
1,1,108
1,2,108
1,3,108
1,4,108
1,5,108
1,6,108
1,7,108
1,0,115
1,1,115
1,2,115
1,3,115
1,4,115
1,5,115
1,6,115
1,7,115
1,6,121
1,7,121
1,0,122
1,1,122
1,2,122
1,3,122
1,4,122
1,5,122
1,6,122
1,7,122
1,6,128
1,7,128
1,0,129
1,1,129
1,2,129
1,3,129
1,4,129
1,5,129
1,6,129
1,7,129
1,6,135
1,7,135
1,0,136
1,1,136
1,2,136
1,3,136
1,4,136
1,5,136
1,6,142
1,7,142
1,0,143
1,1,143
1,2,143
1,3,143
1,4,143
1,5,143
1,0,150
1,1,150
1,2,150
1,3,150
1,4,150
1,5,150
1,6,156
1,7,156
1,0,157
1,1,157
1,2,157
1,3,157
1,4,157
1,5,157
1,0,164
1,1,164
1,2,164
1,3,164
2,6,31
2,7,31
2,0,32
2,1,32
2,2,32
2,3,32
2,0,39
2,1,39
2,2,39
2,3,39
2,0,46
2,1,46
2,2,46
2,3,46
2,6,52
2,7,52
2,0,53
2,1,53
2,2,53
2,3,53
2,4,53
2,5,53
2,6,59
2,7,59
2,0,60
2,1,60
2,2,60
2,3,60
2,4,66
2,5,66
2,6,66
2,7,66
2,0,67
2,1,67
2,4,73
2,5,73
2,6,73
2,7,73
2,0,74
2,1,74
2,2,74
2,3,74
2,4,80
2,5,80
2,6,80
2,7,80
2,0,81
2,1,81
